symbol,signal_timestamp,signal_close,entry_next_open,ema_3,ema_8,ema_21,ema_50,rsi_14,macd,macd_signal,rel_volume,atr_pct,price_acceleration,persistence_bars,signal_score,signal_status,forward_1d,forward_3d,forward_5d,forward_10d,mfe_5d,mae_5d,complete_10d,outcome
MSFT,2026-07-28 04:00:00+00:00,393.44,393.35,390.219474714406,389.9565572064714,389.74485570702205,394.3925695551534,51.83088870408546,-0.5820249961915351,-1.2725087250685054,1.0535767971474304,2.938004705745657,-0.0082001947464991,1,55,EARLY,-0.0059743231219017,0.1813906190415659,0.2529045379433075,0.2807169187746281,0.2694546841235539,-0.0117071310537689,True,STRONG_POSITIVE
NVDA,2026-04-02 04:00:00+00:00,177.305,177.145,175.40557686849968,174.3678980762572,177.1374926510609,181.0124587005198,48.8183937200541,-2.942878805313626,-2.9801744309357177,0.8173918140507543,3.0458008194112653,0.000476435426109,1,35,EARLY,0.0025120663862936,0.0280843376894635,0.0647209912783313,0.1384459058962994,0.0725676705523723,-0.019588472720088,True,STRONG_POSITIVE
NVDA,2026-05-06 04:00:00+00:00,207.67,208.27,202.9954051322433,202.61348370063365,198.5851915697866,192.13619314563763,60.66822681073651,4.889846437485687,5.6756947592329965,1.4742651297935494,3.302285906898994,0.0672194815393477,1,75,EARLY,0.0157968022278771,0.0536803188169201,0.0846977481154269,0.073030201181159,0.09377250684208,-0.0084505689729679,True,STRONG_POSITIVE
NVDA,2026-06-01 04:00:00+00:00,224.42,227.205,218.6025980789576,217.45260688313869,214.76133815090228,205.51694204575745,60.412089896816006,4.207704696904756,5.621189281353547,1.4570852573671131,3.620602951099341,0.0773588831068673,1,75,EARLY,-0.0192997513258952,-0.0376972337756652,-0.0816223234523888,-0.0648973394071433,0.0223366563235842,-0.10059197640897,True,NEGATIVE
NVDA,2026-06-04 04:00:00+00:00,218.64,214.575,218.2128247598697,217.98990968575663,215.72755683764257,207.00997289685955,54.2211643773768,3.576267716801482,4.752635524932101,1.128775657013836,3.830170926768073,0.0533167538606262,2,60,CONFIRMING,-0.0438308283816847,-0.0297098916462775,-0.0452755446813467,-0.0195502737970406,0.001095188162647,-0.0710008155656529,True,NEGATIVE
NVDA,2026-06-18 04:00:00+00:00,210.38,211.45,208.37748322730457,208.30911629086745,210.3659944940192,206.95549609373165,50.13087328321817,-1.093275110353403,-0.1172679801213603,0.7861984208887793,4.01009058438472,0.0406234602716002,1,45,EARLY,-0.0135256561834948,-0.0591629226767557,-0.0921257980610072,-0.0750059115630171,0.0119650035469378,-0.095578150863088,True,NEGATIVE
NVDA,2026-07-08 04:00:00+00:00,204.07,204.46,200.22921569414729,198.83414492205915,201.98520577120328,203.59212615433643,50.97853511306613,-3.311459639817514,-3.4375249675556714,1.1693334175043355,3.2340093385322954,0.0289905229522007,1,45,EARLY,-0.0086324953536144,-0.0047686589063875,0.0393230949819034,0.0372199941308812,0.045559033551795,-0.0268023085200039,True,POSITIVE
NVDA,2026-07-21 04:00:00+00:00,207.24,205.875,205.91946135877765,205.6538214409869,204.7426935918161,204.5824340126132,52.20035406594675,0.2037398142196878,-0.635845217697856,0.6689002556733695,3.468201119475008,0.0166164112109317,2,70,CONFIRMED,0.0300910746812386,0.0058044930176077,-0.0428658166363083,0.0295567698846388,0.0413600485731633,-0.0637037037037037,True,NEGATIVE
NVDA,2026-08-03 04:00:00+00:00,206.72,211.49,202.2848231667164,201.0926349900605,202.54031173142596,203.5766560294708,53.1203998909391,-1.3110789141799444,-1.0399544912001712,0.7865548763146256,3.772528748341443,0.000565003416808,1,35,EARLY,0.0022223272967989,0.0345169984396425,0.0283701357038157,0.0643529244881553,0.0627452834649391,-0.0114899049600454,True,STRONG_POSITIVE
AMZN,2026-03-25 04:00:00+00:00,211.715,210.61,209.91614007849728,209.82692950218305,211.17796320820148,216.00981745029367,51.0012895368726,-1.862367006389036,-2.220201283359512,0.7740488131964882,2.4008016167286854,0.0353346215913067,1,45,EARLY,-0.0143867812544513,-0.0458905085228622,-4.74811262524133e-05,0.1088267413703052,0.0140781539338112,-0.0543896301220265,True,FLAT
AMZN,2026-04-01 04:00:00+00:00,210.6,206.75,208.02300437745305,207.28028745860536,209.0962882616075,214.1047793845276,51.41196031918597,-2.2008978658071783,-2.4031977560137525,0.9126582411474125,2.6522859856193173,-0.0264448236294363,1,40,EARLY,0.0139782345828294,0.0341475211608222,0.1295284159613059,0.2077629987908102,0.1308343409915358,-0.0088029020556227,True,STRONG_POSITIVE
AMZN,2026-05-13 04:00:00+00:00,270.145,269.1,269.1945128925759,268.88253981176456,260.06708782730027,244.24819538979705,67.46686476996814,10.441037858503933,11.691555986977152,1.2551155613275204,2.700137227890839,0.0278676816377482,2,75,CONFIRMED,-0.0070234113712376,-0.0160535117056858,-0.0152359717577109,0.0181345224823485,0.0061872909698994,-0.0516350798959495,True,FLAT
AMZN,2026-05-21 04:00:00+00:00,268.5,268.655,266.1106955139465,265.93647777705206,262.1734844734673,248.64798429608197,61.01480680429066,6.12919311394262,8.351821414471068,0.8340290455140865,2.363394519819098,-0.0084201177363145,1,55,EARLY,-0.0088775567177233,0.0118925759803467,0.007276990936331,-0.083769146302879,0.0224265321695111,-0.0244365450112598,True,FLAT
AMZN,2026-05-27 04:00:00+00:00,271.85,272.275,268.79008693924334,267.18023577164456,263.6168553519664,250.8220699764777,62.773162586030985,5.36530374687942,6.923912839201544,0.9570688280958168,2.280406736908484,0.0285605021810426,2,60,CONFIRMING,0.0062620512349647,-0.040675787347351,-0.0818473969332475,-0.1259939399504177,0.0088329813607566,-0.0901845560554586,True,NEGATIVE
AMZN,2026-06-30 04:00:00+00:00,238.23,239.75,236.865200222741,236.53379433584124,242.39930353203275,245.75870532401825,44.92014295034497,-5.846852480229103,-5.691865692934213,1.1886083407517896,3.542944693303592,-0.0491546724469509,1,0,EARLY,0.008279457768509,0.0183941605839415,0.0160583941605838,0.0633576642335767,0.0382273201251304,-0.0201251303441083,True,POSITIVE
AMZN,2026-07-31 04:00:00+00:00,271.465,278.49,252.0539847183705,243.26565883430257,242.70087793458111,244.28040397346652,67.93801905569279,-0.5918040896107755,-1.814097034694948,2.84410838533395,3.3706002615438475,0.1121248021073886,1,75,EARLY,0.0202341197170454,-0.021077956120507,-0.0148120219756544,-0.0569140723185752,0.0311501310639521,-0.0278645552802613,True,WHIPSAW
GOOGL,2026-04-01 04:00:00+00:00,297.45,290.68,289.89097950728615,289.24540497527835,296.4653332441449,305.5603456460124,48.94058287127576,-6.986432464084601,-6.25162372972705,1.4799254632895422,2.7016545397785943,-0.0165541329622906,1,35,EARLY,0.0172182468694095,0.0509838998211091,0.096153846153846,0.1558070730700427,0.1077989541764139,-0.0040422457685427,True,STRONG_POSITIVE
GOOGL,2026-06-16 04:00:00+00:00,373.37,369.435,368.8580733869899,366.7176884927718,370.40644358512486,362.0452492460104,52.6091275208674,-1.8268742014857369,-0.0471491542919059,1.019077299725509,2.995400961895325,-0.0153692922281114,1,40,EARLY,-0.0150906113389364,-0.0539607779446993,-0.0653836263483428,-0.0223043295843653,0.0074167309540245,-0.0787012600322113,True,NEGATIVE
GOOGL,2026-06-30 04:00:00+00:00,357.22,358.37,352.225191549584,351.815294296724,358.9836958025609,358.71115533134866,47.9625813051586,-6.163745527710546,-5.000991813422743,0.7665583711388653,3.523338958784903,-0.0421304066501346,1,30,EARLY,0.0078829143064429,0.0222395847866729,0.0094594971677315,0.0351870971342467,0.0412143873650137,-0.0136311633228227,True,FLAT
GOOGL,2026-07-15 04:00:00+00:00,370.98,373.325,364.33292987456014,361.0252910847399,360.5323250679157,359.6275732083735,56.84462662780655,-0.7654050132940711,-2.2796585546216472,1.0145211598494217,2.708270757761293,0.0119054687196575,1,70,EARLY,-0.0509341726377821,-0.056827161320565,-0.083747405076006,-0.0986673809683251,0.0049688609120739,-0.0855688743052299,True,NEGATIVE
GOOGL,2026-07-31 04:00:00+00:00,356.06,365.445,344.7426008129577,339.78527950994794,345.2129056847672,351.53234356992,54.2865538156333,-6.139754698336958,-6.616358777724938,1.566157050889314,3.700118760080567,0.0756679687550243,1,60,EARLY,0.0220689843888957,-0.0083733530353404,-0.0303602457278112,-0.0535921958160597,0.05197772578637,-0.031783168465843,True,NEGATIVE
META,2026-04-07 04:00:00+00:00,575.145,605.75,573.6793102142633,573.1895644468718,592.5589428565049,618.5377160954589,41.95167174122933,-20.56928391474173,-20.888052685902306,0.6138339344484369,3.336425721215644,0.0061012884533074,1,35,EARLY,0.0112257531985142,0.0397688815517953,0.0934874122988032,0.103904250928601,0.099744118860916,-0.0228312009905077,True,POSITIVE
META,2026-05-26 04:00:00+00:00,612.36,609.41,610.4984763062507,610.2673510373243,616.9510291689076,624.3221330664036,46.49666715410979,-6.545246166923221,-6.162237184703127,0.461161680785481,2.0462986291910465,-0.0019014292948604,1,20,EARLY,0.0425001230698545,0.0379219244843374,-0.0191660786662508,-0.0403012750036919,0.0548891550844259,-0.0206347122626802,True,FLAT
META,2026-06-04 04:00:00+00:00,627.54,622.55,621.2055349711426,618.2319776074926,618.7931940007645,623.5737605497519,53.12342681491752,-1.9136141813062293,-3.4142518460031464,1.5492580858652414,2.5739964214005733,-0.0351537787641975,1,55,EARLY,-0.0477070114850212,-0.0605573849489999,-0.0869970283511364,-0.07270098787246,0.0102321098706932,-0.1052124327363264,True,NEGATIVE
META,2026-06-16 04:00:00+00:00,600.18,592.68,591.147951308481,589.2908100645726,599.8568779669848,612.4609327336196,48.79892942355706,-10.10646428531959,-8.984967444258727,0.8405628253247933,3.497938713624007,-0.0355510667820582,1,20,EARLY,-0.0429574137814671,-0.0489134102719847,-0.0589019369642976,0.0342258891813458,0.0015860160626308,-0.062563271917392,True,NEGATIVE
META,2026-07-01 04:00:00+00:00,612.965,607.28,586.4562772961997,573.3463356551456,580.0420453139985,597.3206525707194,58.455624036011685,-9.947490493194437,-13.087305984118174,2.420045721672312,3.5430827441790504,0.0872563530513621,1,60,EARLY,-0.0403767619549466,0.0133875642207876,0.0398498221578185,0.0936635489395336,0.042780924779344,-0.0495158740613883,True,POSITIVE
META,2026-08-06 04:00:00+00:00,589.995,585.75,587.6334736721599,587.36395864264,598.3546978847775,604.3319104989207,47.03850342969317,-8.138354255305444,-4.417801994670166,0.8038805563841191,3.792526086782815,0.0002773276291838,1,25,EARLY,0.0103798548868971,0.0228083653435766,0.0155356380708493,-0.068254374733248,0.045343576611182,-0.0127699530516431,True,POSITIVE
META,2026-08-13 04:00:00+00:00,594.85,597.0,591.115108552255,590.3319320040449,595.8651584807156,602.0773733057249,49.11198418064608,-5.654012718110607,-5.641042305340079,0.5029046214581636,3.6898858055452135,0.0609412410216202,2,25,FAILED,-0.0121273031825795,-0.0894472361809044,-0.0858123953098828,,0.0080067001675041,-0.0998324958123954,False,NEGATIVE
AVGO,2026-04-02 04:00:00+00:00,314.465,315.48,311.8456536435499,311.31738586933204,317.078909847943,324.69245193088574,46.89534417097298,-5.578931008842744,-5.018938579202937,0.5214610669692229,3.601581824913516,-0.0100727287142297,1,20,EARLY,-0.00316977304425,0.1114809179662734,0.1773646506910104,0.2885127424876379,0.1935146443514643,-0.0160707493343476,True,STRONG_POSITIVE
AVGO,2026-05-14 04:00:00+00:00,439.34,432.615,429.5489289733314,424.4234837851344,410.0976387447394,382.42728914476913,66.0555229408513,16.806640311195792,18.56734609138859,0.9596856715917153,3.685560808745588,0.0605728493358843,2,60,CONFIRMING,-0.0175329103244225,-0.0497093258439952,-0.0422893334720247,0.0341989991100633,0.0,-0.06163679021763,True,NEGATIVE
AVGO,2026-05-27 04:00:00+00:00,421.81,421.48,420.1611676913021,419.4087254359752,414.48629553904016,392.2509325052855,56.42403330574794,8.476571668858469,11.695930654472734,0.7759070164314092,3.8301774326287727,-0.0200363076268893,1,55,EARLY,0.0120290405238683,0.0916057701433044,0.1355698965549967,-0.117680554237449,0.1744329505551864,-0.017486001708266,True,STRONG_POSITIVE
AVGO,2026-06-18 04:00:00+00:00,411.07,413.67,399.4295784174758,396.5845211683471,405.7983560090766,399.87730223396863,51.26378832598764,-6.328961608961038,-3.130706050319932,0.6189413053825652,6.250412686056252,0.0027167261971652,1,45,EARLY,-0.0516837092368313,-0.0764135663693282,-0.1202891193463387,-0.095873522372906,0.0023206904053956,-0.1202891193463387,True,NEGATIVE
AVGO,2026-07-08 04:00:00+00:00,388.73,402.285,379.5437743111371,376.4567772319054,384.9496169362694,390.59076983662726,50.19598606486576,-9.205080896396057,-9.803096699299664,1.100894384678874,4.309730220388004,0.0584233938334526,1,45,EARLY,-0.0025728028636414,-0.0465714605317125,-0.0202716979256001,-0.0134357482879053,0.0128391563195247,-0.0465714605317125,True,NEGATIVE
AVGO,2026-07-22 04:00:00+00:00,396.88,392.12,389.3801697014757,385.4465581532581,385.9472595489154,389.4156549670963,53.58415291185332,-2.37420571204666,-4.3703072310536335,0.6456699178359888,4.128721887868231,0.0055094372002957,1,45,EARLY,0.0012496174640417,-0.0223656023666224,-0.0555697235540141,0.0672498214832193,0.013312251351627,-0.0575079057431399,True,NEGATIVE
AVGO,2026-07-31 04:00:00+00:00,389.3,384.295,385.8052357007928,384.1652354554689,384.8322748842895,388.0125297066304,51.47276841926145,-1.6513734067474388,-2.561918612368584,0.858341314689658,4.031870390077429,-0.0449979393523243,1,40,EARLY,0.020882395035064,0.0889811212740212,0.1126088031330097,0.0227039123589949,0.1209877828230916,-0.0249027439857401,True,POSITIVE
TSLA,2026-04-14 04:00:00+00:00,364.16,366.75,357.1868620913267,356.05690886435127,367.3469111160033,387.117286082289,46.438274128094136,-12.351204132476935,-12.74545067958336,0.7797491735189176,4.111320769520466,0.022875901467096,1,35,EARLY,0.0688479890933879,0.0924335378323106,0.0533605998636672,0.025521472392638,0.1159645535105657,-0.0115610088616223,True,STRONG_POSITIVE
TSLA,2026-04-30 04:00:00+00:00,381.62,382.945,378.34262862844025,378.3305586721106,377.21562920743537,385.5377412764913,52.0791876264686,-0.2736328029618562,-1.5448047957311832,0.7105624659734608,3.7752588588498655,0.0324864386207395,1,60,EARLY,0.0202770632858504,0.0165689589888888,0.0754155296452492,0.1573724686312656,0.0857433835146039,-0.0086827090052096,True,STRONG_POSITIVE
TSLA,2026-05-22 04:00:00+00:00,425.95,430.0,421.1286708469945,419.788241558731,410.4756449681231,401.1314836315772,58.3416649886705,10.179256679867478,10.836961643836869,0.9829124016613204,4.256955041671557,0.0181053342592014,1,60,EARLY,0.0082093023255813,0.028,-0.0336279069767441,-0.048953488372093,0.0361860465116279,-0.0336976744186047,True,NEGATIVE
TSLA,2026-06-15 04:00:00+00:00,411.22,404.11,406.1206765341445,405.6459426625401,410.1227856896115,406.4240221046129,50.605317798998186,-1.6990654463704686,1.4193718173958365,0.9315582034272069,4.29688314214845,-0.0069005025184361,1,40,EARLY,0.0015342357278957,-0.0089579569919081,-0.0558635025116923,0.0402365692509465,0.0260325158991363,-0.0619138353418624,True,NEGATIVE
TSLA,2026-06-29 04:00:00+00:00,411.66,406.99,395.4433021026058,392.4781499060023,399.2672221981329,401.9817982622927,53.98299940586408,-5.840165619228287,-4.666931504263991,1.231226310854885,4.485150713834578,0.075830785687718,1,50,EARLY,0.032875500626551,-0.0348165802599572,-0.009803680680115,-0.0265977051033194,0.0635396447087153,-0.0433671588982531,True,WHIPSAW
TSLA,2026-07-09 04:00:00+00:00,406.51,411.47,403.6272914226766,403.5850262688383,403.3164148193357,403.52125580823656,50.87227140904513,-0.5749605607594503,-1.6655000868222147,0.7082266414108526,5.0588282839642,0.0547979122205758,2,60,CONFIRMING,-0.0089921500959974,-0.0371959073565508,-0.0496877050574769,-0.2233698690062459,0.0039371035555446,-0.0634797190560673,True,NEGATIVE
TSLA,2026-08-07 04:00:00+00:00,328.485,326.66,324.50754208435603,323.3574357872103,341.3454469871272,367.04490594622575,41.40103893817367,-19.7540967391364,-20.77823676601142,0.999382801303928,4.518688611569561,0.0337446502479819,1,35,EARLY,0.0128880181228188,0.0024490295720318,0.0480315924814791,0.1105736851772483,0.0753076593399864,-0.0089695708075675,True,STRONG_POSITIVE
WMT,2026-03-27 04:00:00+00:00,122.9,123.72,122.5487823041197,122.49350601582329,123.46519731632448,122.73461017359548,48.14778164826072,-0.7276146945459345,-0.4723558946180008,0.830624541302512,2.066430315006392,0.0125574932281292,1,35,EARLY,-0.0016165535079211,0.0082040090526995,0.0245311994827028,0.0069511800840607,0.026349822179114,-0.0070320077594568,True,STRONG_POSITIVE
WMT,2026-04-17 04:00:00+00:00,127.495,127.92,126.21937309462304,125.741456422397,125.10478517605642,123.9664407542018,56.31813755780677,0.5364702349490358,0.3772077388990713,1.1878017661921798,2.214932798485095,0.0212755826453503,1,70,EARLY,0.0001563477173232,0.0158692933083175,0.015791119449656,0.0289634146341464,0.0354127579737335,-0.0036741713570981,True,POSITIVE
WMT,2026-04-30 04:00:00+00:00,131.91,131.915,130.03120971307544,129.11068350400805,127.59067945187354,125.61063648792928,61.82651574561507,1.3873878889009177,1.1573889068253909,1.2184849039701156,1.982412250777044,0.0267373322330757,1,85,EARLY,-0.0021983853238827,-0.008149186976462,-0.012697570405185,0.0042072546715687,0.0107266042527387,-0.0245991737103438,True,FLAT
WMT,2026-05-13 04:00:00+00:00,131.55,131.49,130.59878165959586,130.15286986076805,129.13968670970976,127.03047302471953,58.02646039397862,1.1538493144980748,1.2448799888191444,0.739062536902723,1.976434815659447,-0.0119583554713189,1,55,EARLY,0.0074530382538595,0.0141455624001824,-0.0042588790022055,-0.0957867518442467,0.0277587649250892,-0.0088219636474256,True,FLAT
WMT,2026-06-08 04:00:00+00:00,119.83,120.155,118.82555502915696,118.50996022057863,121.75542477376273,124.11452814472366,43.581011545049975,-3.0213290963586275,-2.647514948370902,0.8288663663390609,2.826027348267187,-0.0019447554457974,1,20,EARLY,-0.0111106487453706,0.0023303233323623,0.0053680662477633,-0.0062003245807499,0.0139403270775249,-0.0217219424909491,True,FLAT
WMT,2026-07-10 04:00:00+00:00,113.9,114.865,113.05408995283962,112.97443806840468,115.24357169271744,118.95852406047334,44.04555820785816,-2.4765244305653766,-2.54435054667192,0.5098334534464408,2.390254609306409,0.0229336163188302,1,35,EARLY,-0.0006529404083053,-0.0204152700996822,-0.0056588168719801,-0.0470552387585426,0.027989378836025,-0.0243329125495146,True,FLAT
WMT,2026-07-16 04:00:00+00:00,114.93,116.875,114.04025562205248,113.60976463987802,114.8385183339372,118.22043735024882,48.1136651605883,-1.7409168346448496,-2.1972379081765228,1.1117393674942564,2.3778448993797467,0.0312740991221806,2,35,FAILED,-0.02275935828877,-0.0559572192513369,-0.0725989304812834,-0.0494117647058823,0.0103101604278075,-0.0861176470588235,True,NEGATIVE
WMT,2026-07-28 04:00:00+00:00,113.1,113.23,111.85115334227363,111.4694622033054,112.81985266051896,116.26210295645755,48.67597940254942,-1.687068937658566,-1.925922269278751,1.2646638514055455,2.248957938613112,-0.0086584152589093,1,45,EARLY,0.0089198975536517,-0.0176631634725779,-0.0149253731343282,0.0003532632694513,0.0128057935176191,-0.0411551708911066,True,WHIPSAW
WMT,2026-08-05 04:00:00+00:00,112.38,114.065,111.86954927097302,111.7013838013188,112.37998631744485,115.31833430532392,48.29465512896832,-1.0768918992567222,-1.417838921946129,0.8516188400226498,2.408918719650168,-1.16374785021911e-05,1,30,EARLY,-0.017490027615833,-0.0122298689343794,0.0172270196817603,0.0029369219304782,0.0173146889931179,-0.0312541094989698,True,POSITIVE
COST,2026-03-27 04:00:00+00:00,984.11,990.765,980.4434552247894,980.2843312992092,985.0417484294558,971.7247781414832,51.77143903131806,-1.9257839467951496,0.9074503419755168,0.8197039576944438,1.457081598021128,-0.0013882575150316,1,40,EARLY,0.0060710662972551,0.0057178039191936,0.0280137065802688,-0.0102294691475778,0.0301332808486372,-0.0043552204609569,True,STRONG_POSITIVE
COST,2026-04-20 04:00:00+00:00,997.79,993.59,995.3445911698982,995.1454610720268,995.5291229985284,984.6405186991476,51.96695529110391,1.1966982864699958,2.749773946549925,1.5957269882120917,1.8671621426209064,-0.0148876594017978,1,55,EARLY,0.0122485129681255,0.0208536720377618,0.0043478698457108,0.0196358659004216,0.022242574905142,-0.0068237401745187,True,FLAT
COST,2026-04-30 04:00:00+00:00,1014.45,1014.75,1006.6217366842576,1003.5241783480668,1000.4854357982156,990.1919284372084,57.23868709842059,3.087477220370488,2.808152589456376,0.8776647666015334,1.6049161051379004,0.0111533618118617,1,70,EARLY,-0.0030155210643014,0.0018132544961813,-0.0023059866962306,0.0261443705346144,0.0162749445676275,-0.0230845035723084,True,FLAT
COST,2026-05-07 04:00:00+00:00,1012.41,1011.05,1008.5672417713832,1007.5491985553684,1003.9321723542326,993.737381549186,54.53791110810667,3.7311449243477455,3.521815803950568,0.8291456144608317,1.7103107577816448,0.0375518002342009,2,70,CONFIRMED,-0.0024825676277137,0.0105830572177438,0.0298996093170467,0.0386331041986054,0.0303348004549726,-0.0253993373225853,True,POSITIVE
COST,2026-05-12 04:00:00+00:00,1021.75,1019.395,1012.8784052214228,1009.4399932846246,1005.5285667575,995.5873899320788,57.308785288154944,3.866853165125349,3.486336681574346,1.0807870045578192,1.8000978712992424,0.0313051565147416,2,70,CONFIRMED,0.0133363416536278,0.0293360277419449,0.0742253983980694,-0.0152394312312694,0.0755987620108005,0.0,True,STRONG_POSITIVE
COST,2026-06-10 04:00:00+00:00,983.685,984.77,976.9063571437886,976.6606003295668,991.8814746895237,997.429963879118,46.19064081488204,-12.767250594698112,-9.5058721051645,0.7420448765761638,2.3816059002627843,0.0221246014671395,1,25,EARLY,-0.0097586238410999,-0.0051890289103039,-0.019111061466129,-0.0435431623627852,0.0103932898037104,-0.023772048295541,True,FLAT
COST,2026-06-12 04:00:00+00:00,982.32,973.71,979.1765892859472,977.6588816808488,989.6303096607631,995.9983326696512,46.316274204331705,-11.360462225233505,-10.336299763952994,0.6426465368798747,2.15241178318383,0.0160087770279672,2,25,FAILED,0.0061106489611895,-0.0079695186451818,-0.0230458760822011,-0.0281706052109971,0.0218699612821064,-0.031949964568506,True,NEGATIVE
COST,2026-07-08 04:00:00+00:00,953.25,933.36,950.074534860066,948.5622257991564,958.6513342011136,975.1030890619928,45.89566747606689,-11.94639869731111,-13.391893268550245,1.0597745695013303,1.9729122176014384,0.0097271654209151,1,35,EARLY,-0.0218618753749892,-0.0078426330676266,-0.0181601954229879,-0.0066319533727607,0.001028542041656,-0.0277170652267078,True,FLAT
COST,2026-07-16 04:00:00+00:00,945.46,962.575,932.6526489821886,931.4468261444732,943.729093020852,964.1190268648148,48.69303618645038,-13.771938327573594,-14.568755157426958,0.8038204495625693,2.161230663229689,0.0373852404639081,1,35,EARLY,-0.0225852530971613,-0.0344648468950472,-0.037945095187388,-0.0089915071552867,0.0015219593278446,-0.047274238371036,True,NEGATIVE
COST,2026-07-24 04:00:00+00:00,935.35,940.295,931.7066820153468,931.588264546904,938.6644057815968,957.3371832040592,46.70337302473593,-9.564312393285377,-11.656499491276993,0.90916426217347,1.944382927704676,0.0112506312464796,1,35,EARLY,0.0119802827835944,0.0362386272393238,0.0120334575851195,0.0079070929867754,0.0496758995847048,-0.0023184213464922,True,POSITIVE
COST,2026-08-10 04:00:00+00:00,952.765,950.3,950.2680403720778,949.5638115856945,947.5868019049418,955.864850049007,52.02101973169898,0.2706385470373789,-1.3181729855766156,0.8397495533011414,1.8387835105493704,0.0065246496909254,1,60,EARLY,-0.0065347784910028,0.011996211722614,0.0037040934441756,0.0226770493528361,0.0158476270651373,-0.01325897085131,True,FLAT
